OBJECTID,FacilityID,Installati,OWNER,OPERATINGC,Category,Department,Division,Subdivision,AssetType,Latitude,Longitude
668,T8-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80082576,-88.13944213
669,J1,233884800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80499057,-88.1463642
670,T1-J1,935020800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80482444,-88.14358498
671,T3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80327682,-88.14107986
672,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80319061,-88.12886523
673,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80469034,-88.1227129
674,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80335175,-88.12556862
675,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80366086,-88.12481461
676,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80349282,-88.1255687
677,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80234383,-88.12319157
678,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80241417,-88.122211
679,T2-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80468311,-88.12226043
680,T6-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80230391,-88.13400039
681,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80223876,-88.13903804
682,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80231355,-88.14148683
683,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8031446,-88.12181938
684,T1-2J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80257504,-88.15289263
685,SC1-T3J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.8026443,-88.12714716
686,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7900669,-88.1342248
687,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79007559,-88.13398585
688,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79008862,-88.13348074
689,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79007421,-88.13321696
690,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.784474,-88.1370764
691,T4-J6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78419708,-88.13962516
692,T4-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78403114,-88.13902415
693,T4-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78402628,-88.13830242
694,T4-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78398871,-88.13782949
695,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78395678,-88.1373467
696,T4-J6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78446616,-88.13921415
697,T4-J7,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78473805,-88.13916863
698,T2-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78436265,-88.13631951
699,T2-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78488917,-88.13618715
700,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78544292,-88.13613676
701,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78531176,-88.13737437
702,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78066256,-88.14698007
703,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79338739,-88.14558169
704,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79334352,-88.14496096
705,T2-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79327944,-88.14438192
706,T3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79323662,-88.14379417
707,T3-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79318056,-88.14321176
708,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79334831,-88.14580609
709,T3-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7933002,-88.14526294
710,T4-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79324739,-88.14468123
711,T3-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79318796,-88.14409836
712,T3-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79315175,-88.14351083
713,T3-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79309878,-88.1429262
714,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79300559,-88.14196058
715,T4-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79306247,-88.14195
716,T4-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79298501,-88.14130211
717,T4-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79292932,-88.14131105
718,T4-J6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79291681,-88.14068904
719,T4-J7,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79283205,-88.14061311
720,T4-J8,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79286099,-88.14010745
721,T5-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79275528,-88.1398406
722,T5-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79280285,-88.13933387
723,T5-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79239744,-88.13933832
724,T5-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79244544,-88.13929616
725,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79252712,-88.14649603
726,T1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79245993,-88.14576657
727,T1-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79243801,-88.14657305
728,T1-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79236972,-88.14565475
729,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79225978,-88.14318707
730,T2-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79220161,-88.14332816
731,T2-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79226088,-88.14397429
732,T2-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79224348,-88.14465801
733,T2-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79228169,-88.14383683
734,T2-J6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79233998,-88.14447629
735,T4-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79203003,-88.14050778
736,T4-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79207428,-88.14054828
737,T4-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79211715,-88.14125469
738,T3-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79208368,-88.1412611
739,T3-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79216258,-88.14192111
740,T3-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7921885,-88.14225403
741,T3-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79212958,-88.14192673
742,T5-J6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79174501,-88.13914193
743,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79138857,-88.13969452
744,T1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7913441,-88.14035111
745,T1-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79132583,-88.14100744
746,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7913124,-88.14166542
747,T2-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79137126,-88.14232348
748,T2-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79117473,-88.1420837
749,T1-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79132667,-88.13976267
750,T1-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79131106,-88.14035035
751,T1-J6,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79126918,-88.14092407
752,T2-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79127982,-88.14150982
753,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79051961,-88.13962057
754,T1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79048565,-88.14019783
755,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79044242,-88.14085774
756,T2-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7904411,-88.14157503
757,T2-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7903816,-88.14181931
758,T1-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79045819,-88.13964076
759,T1-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79035828,-88.1401858
760,T2-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79037445,-88.1407703
761,T2-J5,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79035602,-88.1414147
762,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78967647,-88.139588
763,T1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78964541,-88.14018499
764,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78960318,-88.14080307
765,T2-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78971731,-88.14135606
766,T2-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78931054,-88.14119798
767,T2-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78941157,-88.1409056
768,T1-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.7894891,-88.14031777
769,T1-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78951706,-88.13952442
770,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78874487,-88.13956745
771,T2-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78861956,-88.1402518
772,T2-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78870615,-88.14090076
773,T1-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78857567,-88.13956522
774,T2-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78845955,-88.14014643
775,T2-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.78836492,-88.14076719
776,J1,287452800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80360347,-88.14507835
777,T10-J4,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80069359,-88.14704182
778,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80085769,-88.15298864
779,J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.80088552,-88.14609968
780,T7-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79845646,-88.14707938
781,T5-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79702597,-88.14769929
782,T5-J2,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79745505,-88.14744937
783,T5-J3,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79746214,-88.14876849
784,T1-J1,833932800000,Utility,Distribution,Electric,Electric,Field Service,Asset Mgmt.,Underground Structure,41.79451726,-88.14901208
